Date,RANDWICK SO2 24h maximum [pphm],LIVERPOOL SO2 24h maximum [pphm],NEWCASTLE SO2 24h maximum [pphm],WOLLONGONG SO2 24h maximum [pphm],PARRAMATTA NORTH SO2 24h maximum [pphm],PENRITH SO2 24h maximum [pphm],RANDWICK NO 24h maximum [pphm],LIVERPOOL NO 24h maximum [pphm],NEWCASTLE NO 24h maximum [pphm],WOLLONGONG NO 24h maximum [pphm],PARRAMATTA NORTH NO 24h maximum [pphm],PENRITH NO 24h maximum [pphm],RANDWICK NO2 24h maximum [pphm],LIVERPOOL NO2 24h maximum [pphm],NEWCASTLE NO2 24h maximum [pphm],WOLLONGONG NO2 24h maximum [pphm],PARRAMATTA NORTH NO2 24h maximum [pphm],PENRITH NO2 24h maximum [pphm],RANDWICK OZONE 24h maximum [pphm],LIVERPOOL OZONE 24h maximum [pphm],NEWCASTLE OZONE 24h maximum [pphm],WOLLONGONG OZONE 24h maximum [pphm],PARRAMATTA NORTH OZONE 24h maximum [pphm],PENRITH OZONE 24h maximum [pphm],RANDWICK PM10 24h maximum  ,LIVERPOOL PM10 24h maximum  ,NEWCASTLE PM10 24h maximum  ,WOLLONGONG PM10 24h maximum  ,PARRAMATTA NORTH PM10 24h maximum  ,PENRITH PM10 24h maximum  ,RANDWICK PM2.5 24h maximum  ,LIVERPOOL PM2.5 24h maximum  ,NEWCASTLE PM2.5 24h maximum  ,WOLLONGONG PM2.5 24h maximum,PARRAMATTA NORTH PM2.5 24h maximum ,PENRITH PM2.5 24h maximum  ,LIVERPOOL CO 24h maximum [ppm],NEWCASTLE CO 24h maximum [ppm],WOLLONGONG CO 24h maximum [ppm],PARRAMATTA NORTH CO 24h maximum [ppm],PENRITH CO 24h maximum [ppm]
30/01/2021,1,0.1,0.2,0.1,0.1,0.1,0.5,1.3,0.7,0.4,1.1,0.4,1.3,1.8,1.3,0.8,0.6,0.7,2.6,2.6,1.3,2.9,2.4,2,58.3,33.7,39.2,58.1,23.7,28.4,29.7,24.8,16.7,14.1,7.9,9.8,0.1,0.3,0.2,0.2,0.2
31/01/2021,0.4,0,0.1,1.7,0.1,0.2,0,0.5,1.4,1.5,0.1,0.6,1,1.3,0.6,1.3,1,0.4,2.8,2.3,2.5,2.3,2.6,2.1,38.8,26.5,43.5,34.9,30.9,32.2,21.3,14.6,28.6,23.4,12.8,13,0.1,0.3,0.5,0.3,0.2
1/2/2021,0.1,0.2,0.1,0.2,0.2,0.4,0.1,1.7,0.5,1.7,1.3,0.8,0.5,1.5,0.5,1.1,1.3,1.1,2.4,3.8,2.3,2.6,3.9,3.2,30.6,37.1,37.8,36.7,40.4,28.7,58.5,19.6,22.4,13,12.1,13.9,0,0.2,0.2,0.2,0.2
2/2/2021,0.1,0,0.4,0.5,0,0.2,0.2,0.4,0.1,0.9,0.3,1,0.8,1.4,1.3,1.2,1,1.1,3.1,3.1,3.3,3.1,3.2,3.8,25.9,27.3,39.5,35.9,29.7,41,35.2,21.8,39.6,21.7,10.1,12.4,0,0.2,0.4,0.2,0.1
3/2/2021,0.3,0,0.1,0.1,0,0.1,0.4,2.7,0.3,0.4,1,3.6,0.7,1.5,0.4,0.8,1.4,0.9,2.1,2.7,2.2,1.7,2.8,2.9,29,35,63.1,43.7,34.4,31.8,27.7,16.7,24.9,18.1,8.6,11.9,0,0.2,0.2,0.2,0.1
4/2/2021,0.2,0.4,0.1,0.1,0.7,0.4,7.4,11.2,0.5,0.8,10.8,1.6,1.9,2.2,0.3,1.1,1.9,0.8,2.7,4.2,2.3,2.6,4.2,3.7,40.4,40.3,35.8,48.9,43.8,43,27.3,15.1,19.4,22.4,8.4,17.2,0.1,0.2,0.1,0.3,0.2
5/2/2021,0.1,0.5,0.1,0.1,0.7,0.7,0.2,3.3,0.6,2,6.2,2.2,0.2,1.6,0.3,1.1,1.2,0.9,2,3,1.5,1.7,2.8,4.5,27.7,38.7,35.5,42.1,41.5,,27.4,11.8,13,11.5,7.7,10.4,0,0.2,0.2,0.2,0.2
6/2/2021,0.5,0.4,0.2,0.2,0.5,0.5,0.3,1,1.5,0.5,0.4,0.3,0.7,1.3,1,0.8,0.7,0.4,1.7,1.9,1.2,1.4,1.9,2,24.4,20.6,25.4,62.4,30.7,29.1,22,12.5,11.6,22.3,6.5,12.3,0.1,0.3,0.3,0.2,0.2
7/2/2021,0.1,0.1,0.7,0.2,0,0.1,0.9,1.9,0.8,0.9,1.4,0.4,1,1.2,0.8,0.6,0.8,0.4,3.3,3.4,3.6,3.1,3.9,3.6,39.5,26.4,39.6,59.6,34.3,34.5,15.1,12.1,29.2,11,7.7,12.6,0.1,0.3,0.2,0.2,0.2
8/2/2021,0,0.1,0,1.1,0,0.2,0,2.2,0.1,0.8,0.6,1.3,0.1,1.5,-0.1,0.7,1,0.8,1.9,1.8,2.2,1.7,1.9,2.2,29.2,28.8,33.9,32.5,35,,18.4,14.1,12,20,9.2,8.8,0,0.2,0.3,0.2,0.1
9/2/2021,0.1,0.1,0,0.4,0,0.2,0,0.8,0.2,1.3,0.8,0.9,0.2,1.6,0,0.9,1.2,0.9,2.3,2,2.4,1.7,2.3,2.5,23.2,25,33.1,25.8,46.9,66,26.9,15.4,13.3,29.6,11.7,10.4,0,0.2,0.3,0.2,0.1
10/2/2021,0.1,0.1,0,0.6,0.1,0.1,4.2,7.1,0.6,1.6,6.5,1.5,1.2,1.7,0.9,0.9,1.5,1,1.9,2.1,1.9,1.6,2.4,2.9,18.8,25.7,34.9,27,31.8,25.4,18.3,15,15.6,15.6,6.9,12.4,0,0.2,0.2,0.2,0.2
11/2/2021,0.7,0.3,0.7,0.3,1.4,0.6,1.1,5.9,2.9,2.5,6.3,1.2,1.2,1.6,1,1.4,1.7,1,3.1,4.5,2.1,3,3.8,3.4,22.8,36.8,26.4,38.9,34.5,19.1,42.7,15.2,11,9.2,7.4,17.8,0.1,0.2,0.2,0.1,0.4
12/2/2021,1.3,1,1.7,0.6,0.7,0.4,1.3,7.1,1.7,0.8,2.4,3.6,1.2,2.1,1.3,2.2,1.4,1.2,3.9,4.1,2.3,4,3.2,3.3,51.7,41.1,56.4,75.7,31,30.3,22.5,14.1,24.9,19.2,11.7,12.8,0.1,0.3,0.3,0.3,0.3
13/02/2021,0.1,0.1,0.1,0.9,0.1,0.1,0.1,0.2,1.9,0.6,0.1,0.3,1.5,1.6,1.8,0.9,1.1,0.3,3.2,1.6,2.1,2.9,1.9,1.8,31.7,28.7,51.8,30.1,23.2,23.5,36,15.1,20.1,17.2,11.7,12.8,0.1,0.3,0.3,0.3,0.1
14/02/2021,0.4,0.1,0.2,0.9,0.1,0.4,0.4,0.3,0.2,0.8,0.2,0.8,0.7,0.6,0.2,0.6,0.5,0.6,1.8,1.8,1.7,1.4,2,2.1,25.8,20.9,35.1,37.6,26.2,17.4,25.3,11,16,15.6,8.6,10.9,0,0.2,0.4,0.2,0.1
15/02/2021,0,0.1,0,1.3,0.1,0.7,0,1.4,0.1,0.9,1,2,0.1,1.4,0,0.9,1.1,0.9,2.1,1.8,1.7,1.5,1.9,1.9,27.5,23.9,38.6,47,28.8,27.3,11.9,14,12.3,22.6,7.3,9.3,0,0.2,0.2,0.2,0.1
16/02/2021,0.1,0,0.1,0.2,0.1,0.4,0.1,2.3,0.2,0.6,2.2,2.3,0.2,1.1,0,0.7,1,0.9,1.7,1.4,1.7,1.3,1.8,1.8,26.5,21.9,45,28.1,28.3,16.2,16.4,16.3,18.3,6.9,7.7,10.2,0,0.2,0.2,0.2,0.1
17/02/2021,0,0.1,0.1,0,0,0.4,0.2,2.9,0.3,0.5,2.3,1.9,0.3,1.3,0,0.8,1.3,0.7,2.1,1.7,2,1.8,1.9,2,30.1,25.6,36.9,44.1,45.4,22.9,14.5,15.7,13.5,17.2,11.9,9.3,0,0.2,0.1,0.2,0.1
18/02/2021,0.1,0.1,0.1,0.2,0.2,0.4,0,2.3,0.7,0.6,10.5,2.3,0,1.8,0.6,0.9,1.9,1.3,2.5,1.6,2,2.1,1.8,1.8,41.6,29.7,42.1,54.6,52.3,24.7,31.3,24.9,22.2,17.1,10.7,12.3,0,0.2,0.2,0.3,0.2
19/02/2021,0.1,0.1,0.1,0.1,0.1,0.1,0.1,4.4,0.5,1.1,2.3,1.7,0.3,1.6,0.6,0.8,1.1,1,1.8,1.9,1.6,1.7,2,2.4,36.6,33.2,32.1,48.2,35.3,23.3,15.9,9.1,27.1,16.7,6.3,10.4,0.1,0.2,0.2,0.3,0.2
20/02/2021,0.1,0.1,0.1,0.1,0.1,0.2,2,3.5,0.3,2.3,4,1,0.6,1,0.3,0.3,0.9,0.4,2,3,1.7,2.2,2.5,3.8,26.6,20,90.8,22.5,43.1,44.8,17.8,15.8,20.4,12,6.2,12,0.1,0.2,0.2,0.3,0.2
21/02/2021,0.3,0,0.2,0.5,0.1,0.2,1.9,0.9,0.1,1.2,3.1,0.5,0.7,0.9,-0.1,0.6,0.6,0.4,2.2,2.1,2.1,2.1,2.6,3,18.6,15.4,36.2,29.8,39.7,59.8,10.5,12,9.3,14,8.4,7.1,0,0.2,0.2,0.3,0.2
22/02/2021,0.6,0.1,0.1,0.7,0.1,0.1,5,2.8,0.4,4.8,8.4,2.4,1.3,1,0.3,0.8,0.9,0.6,2.2,2.8,2.9,1.7,3,3.5,29.1,23.5,42.2,42.2,43.1,25.1,21.9,9.5,20.7,18.7,7.4,13.3,0,0.2,0.3,0.3,0.2
23/02/2021,0,0.1,0,0.9,0.1,0.4,0.1,,0.1,0.6,0.5,0.9,0.1,1,0.2,0.6,1,0.7,2,1.6,1.8,1.7,1.7,1.5,28.3,27.9,43.9,35.9,45.2,33,24.9,19,13,14.2,14.7,9.6,0,0.2,0.2,0.2,0.1
24/02/2021,0.1,,0.1,0.1,0.1,0.5,0.9,,0.4,1.8,2.1,1.3,1.4,,0.9,1,1.2,1.1,1.9,,2,1.4,1.5,1.5,15.8,17.3,51.8,15.8,32.1,18.7,23.9,17,9.6,6.1,10.5,8.6,,0.2,0.2,0.2,0.2
25/02/2021,0.4,0.1,1.1,0.1,0.1,0.3,6.4,8.4,2.3,1.6,5,1.7,2.5,2.6,1.8,1.4,2.4,1.4,2.1,1,1.6,2.1,1.4,2,41.8,29.9,59,26.5,35.6,23.4,23.5,19,19.4,12.6,11.1,13.6,0.2,0.3,0.2,0.4,0.2
26/02/2021,0.2,0.2,0.3,0.9,0.3,0.2,3.8,14,4,7.4,18.3,5.2,2.1,1.9,1.8,1.8,2.2,1.1,3.5,3.7,3.7,3.1,4.4,5.5,37.5,55,38.8,47.4,40.7,46.3,22.2,16.3,17.1,18.6,15.3,13.9,0.3,0.3,0.4,0.4,0.3
27/02/2021,0.2,0.1,0.1,0.3,0.1,0.2,0.1,0.5,0.2,0.2,0.8,0.6,0.4,1.3,0.8,0.5,1.3,0.6,2.6,2.2,2.6,2.4,2.4,2.5,33.1,36.2,36.1,40.3,33.7,33.1,12.7,11.1,11.2,19.3,10.4,15.6,0,0.2,0.2,0.2,0.2
28/02/2021,0.5,0.1,0.1,0.3,0.1,0.2,0.2,1.1,0.9,0.1,2.7,0.7,1,1.2,0.6,0.7,0.8,0.6,3,4.4,3.2,2.5,5,5.6,34.7,28.4,35.2,21.1,26.1,49.1,25.9,17.2,20.6,24.9,12,23.6,0.1,0.3,0.2,0.3,0.2
1/3/2021,0.2,0.1,0.2,0.5,0.2,0.2,3.1,7.2,0.7,0.4,3.8,0.3,1.7,2,1.3,1.5,1.4,0.9,3.8,5.3,2.8,4,4.4,3.9,39.2,32.2,90.6,56.3,57.2,36.2,19.3,16.2,,,11.5,15.9,0.1,0.3,0.3,0.2,0.1
2/3/2021,0.1,0.1,0.1,0.5,0.1,0.2,0.1,3.6,0.3,0.5,4.7,1.8,0.5,2.3,1.1,0.9,2.3,1.3,3,2.4,2.4,2.5,2.6,3.1,35.2,57.5,51.2,,49.6,50.8,19.1,23,17.5,,15.4,16.7,0,0.2,0.3,0.2,0.1
3/3/2021,0.1,0.2,0,0.3,0.1,0.5,0.1,0.3,0.1,0.4,0.4,1.6,0.3,1.5,0.2,0.7,1,1.1,2.6,2.5,2.3,2,2.5,2.8,25.1,27.3,35.5,,42.7,30.3,19.5,12.8,12.9,,10.4,11,0,0.1,0.2,0.2,0.1
4/3/2021,0.8,0.1,,0.5,0.2,0.1,3.7,4.2,1.2,2.7,11.9,1.9,1.8,3.3,1.2,2.3,2.2,1.4,4.1,4.4,2.7,4.1,4.4,3.7,34.1,49.8,41.8,48.7,71.5,37.9,19.4,17.3,16.6,,12.4,16.3,0.1,,0.2,0.3,0.2
5/3/2021,0.9,0.2,0.5,0.6,0.2,0.1,1,13.8,4.4,0.7,8,3,2,2.8,2,1.5,2.1,1.4,2.6,2.4,2.4,2.2,2.6,2.8,34,53.6,46.2,45.2,53.4,47.7,15.3,20.8,19.5,,11.9,15.1,0.2,0.3,0.3,0.3,0.2
6/3/2021,0.1,0.1,0.1,0.6,0.1,0.4,0,0.2,0.1,0.7,0.3,1.2,0,1,0.4,0.5,0.8,0.7,2.5,2.7,2.4,2.1,2.8,3.7,34.4,30.9,39.7,31.6,33.4,36.6,14.5,16.1,27.9,19.7,12.4,10.4,0,0.1,0.3,0.2,0.1
7/3/2021,0.1,0.2,0.6,0.2,0.2,0.3,0.7,1,1.7,0.5,1.8,0.4,1.2,1.6,1,0.9,0.9,0.6,2.9,3.8,2.3,3.1,3.7,3.1,28.3,42.2,41.2,43.7,83.3,30.3,11.5,13.4,25.8,17.4,9.6,11.4,0,0.2,0.2,0.2,0.1
8/3/2021,0.7,0.3,0.1,0.4,0.3,0.3,2,12.4,2.1,3.5,4.4,2.8,1.5,2.4,1.3,1.7,1.3,1.1,3.6,3.6,2.5,3.9,3,2.9,42.8,45.9,50.8,41.2,31,62.6,14.1,12.5,25.9,19.2,11,9.8,0.1,0.3,0.2,0.2,0.2
9/3/2021,0.2,0.1,0.8,1.4,0.3,0.1,2.5,5.9,0.5,8.3,17.5,3.7,1.8,2.2,1.2,2.3,2.4,0.9,3.7,3.6,4.4,3,4.2,3.9,47.5,44,57.2,56,48.9,54.2,16.3,16.5,25.5,20.8,12.9,16.6,0.2,0.2,0.3,0.3,0.2
10/3/2021,0,0.1,0.1,0.2,0.1,0.3,0,1.4,0.2,0.5,2.3,1.3,0,1.4,0.1,0.9,1.4,0.8,2.5,2.6,2.9,2.3,2.6,3,23.9,42.6,33.6,28.2,37.9,25.6,24.3,17,21.2,25.6,13.5,10.9,0,0.2,0.1,0.2,0.2
11/3/2021,0.1,0.1,0.1,0.1,0.1,0.3,0.3,5.4,0.7,0.5,8.5,0.5,0.6,2,0.6,1.2,1.7,1,2.4,2.1,2.2,2.2,2.3,2.8,36.8,27.7,40.2,30.3,86.1,27.2,13.3,13.1,22.3,13.8,14.2,11.2,0.1,0.2,0.2,0.3,0.1
12/3/2021,0.8,0.7,0.1,0.3,0.7,0.1,0.6,3,1.3,1.3,3.2,1,1,1.8,1.1,1.6,1.4,0.8,2.5,2.8,1.8,2.5,2.9,2.4,30.3,30.3,33.1,42.3,25.7,22.8,33.8,20.5,26.6,16,7,14.6,0.1,0.3,0.2,0.3,0.2
13/03/2021,1.2,0.5,2.5,0.7,0.6,0.2,0.7,5.8,2.1,1.2,4.3,0.9,1.2,1.6,1,1.6,1,0.4,3.3,4.8,2.1,4,5.1,3.7,31.2,35.3,30.6,40.5,28.2,29.7,13.5,13.1,17.4,17.3,10.8,12.1,0.2,0.3,0.3,0.3,0.2
14/03/2021,0.4,0.1,0.3,0.6,0.1,0.2,0,0.1,1.2,0.2,0.1,0.8,1.2,1.1,1.3,0.8,0.7,0.1,2.9,2,2.6,3,2.5,1.8,30.7,22.7,33.6,35.2,20.8,19.5,32.5,12.4,12.2,13.7,14.8,9.3,0.1,0.3,0.2,0.2,0.2
15/03/2021,0.7,0.1,0.4,0.2,0.2,0.5,,0.9,0.4,1.5,11.7,2.3,1.2,1.9,0.7,1.5,1.9,1.2,2.2,2.5,2.1,2.2,2.6,3.3,22.6,20.1,33.6,17.6,26.9,25.3,,16.7,16,18.3,9.6,9.6,0,0.1,0.1,0.1,0.1
16/03/2021,,0.1,0.1,0.8,0.1,0.3,,2.1,0.3,1,5.7,2.1,0.6,1.9,0.8,1.6,1.9,1.3,,1.5,2.1,1.9,1.6,1.4,38.7,24.5,25.8,23.6,31.5,23,27.2,14.7,11.7,14.3,8.3,6.6,0,0.2,0.2,0.2,0.2
17/03/2021,,0,0,0,0.1,0.2,,2.4,0.1,0.5,6.7,2.1,-0.1,2.1,0.1,1.1,2.2,1.1,2.1,1.9,2.4,2.4,2,1.7,38.5,25.2,36.6,27.7,25.8,25,16.6,10.7,12.7,16,9.7,9.3,0,0.2,0.1,0.2,0.3
18/03/2021,0.1,0,0,0,0.1,0.5,0.2,2.9,0.3,0.1,2.8,1.9,1.4,1.9,0.9,0.4,2.1,1.2,2.3,1.5,2.1,2,1.4,0.9,39.4,28.5,37.2,32.9,26.7,11.3,9.1,15,10.9,19.3,6.3,6,0.1,0.2,0.1,0.3,0.2
19/03/2021,0.1,0.1,0,0,0.2,0.3,0,6.3,,0.1,16.3,2.7,0,2,0.1,0.4,1.9,1.4,2.4,1.8,2.1,2.1,2,1.7,31.6,22.9,44.9,30.7,27.5,16.4,17.6,9.4,25,16.4,15.1,12.7,0.1,0.2,0.1,0.3,0.2
20/03/2021,0.1,0,0.1,0,0,0.7,0,0.2,0.3,0,0.1,2.1,0,0.6,0.7,0,0.7,0.8,2.3,1.9,2.2,2.1,2,1.8,43.5,30.9,53.8,51.5,32.7,17.3,18.4,25.4,13.9,23.7,7.4,9.1,0,0.2,0.1,0.2,0.2
21/03/2021,0,0,0,0,0,0.4,1.3,0.3,0,0.2,0.3,1.2,0.3,1.3,-0.1,1,1.5,1.1,2.3,1.8,2.1,2.1,2.1,1.8,47.2,35.7,38.6,52.6,31.9,,17.3,10.5,16.1,17.6,7.8,9.2,0.1,0.2,0.2,0.2,0.1
22/03/2021,0,0.1,0.1,0,0.1,0.1,0.1,2.6,0.3,0.4,1.5,1.1,0.3,1.9,0.5,1,1.8,1.6,2.4,1.1,2.1,1.9,1.9,1.3,36.6,10.1,36.4,34.9,13.8,,12.6,13.3,16.3,15.1,5.8,11.2,0.1,0.2,0.2,0.3,0.1
23/03/2021,0.3,0.1,0.6,0.1,0.1,0.1,1.3,4.4,0.5,0.8,4.2,2,1,1.9,0.9,1.1,0.9,1.9,2.6,1.7,,2,2.2,1.6,15.9,12.9,20.8,30.3,12.4,8.5,11.8,14.4,13.1,17.4,5.8,5.4,0.2,0.3,0.2,0.4,0.1
24/03/2021,0.2,0.1,0.2,0,0.1,0.1,8.5,9.2,0.3,0.2,2.5,0.7,1.6,1.6,0.9,0.8,1.4,0.6,3.1,2.8,2.4,2.7,2.9,2.7,34.4,16.9,13.9,38.5,17.2,12.5,15.8,14.9,9.7,17.7,6,9.7,0.2,0.3,0.2,0.4,0.2
25/03/2021,0.1,0.3,0.1,0.1,0.1,0.1,4.2,13.4,0.9,1.2,3.7,1.6,2,2.6,1.8,1.5,1.7,1.1,3.2,2.4,2.7,2.3,2.9,2.3,32.8,37,23.7,36.7,36.5,25.5,16.1,13.2,11.1,14.5,8,12.5,0.2,0.2,0.2,0.2,0.2
26/03/2021,0.7,0.1,0.8,0.2,0.2,0.1,3.1,8.3,3.5,1.2,15,2.8,1.9,2.2,1.8,1.7,2.1,0.9,2.5,2.9,3.4,2.6,2.9,4.1,34.7,25,34.5,24.8,32.8,27.3,13.2,15.6,19.2,13.4,7.6,7.1,0.1,0.3,0.2,0.4,0.2
27/03/2021,0.2,0.1,0.3,0.4,0.1,0.1,1.6,4.3,1.7,1.1,4.1,1.6,1.8,3,2.3,2.4,1.9,1,5.3,2.7,4.3,3.2,3.6,2.6,25.2,24.8,54.8,23.1,30,18.6,20.1,18.5,25.2,27.6,10.7,8.8,0.2,0.3,0.3,0.3,0.2
28/03/2021,0.6,0.1,0.1,0.2,0.1,0.1,0.6,2.4,1.4,1.6,2.7,0.7,1.8,2.4,1.6,1.5,1.6,1.3,3.1,2.8,3.2,2.7,3.2,2.9,27.5,24.5,31.2,18.5,22,19,11.2,12.2,20.6,18.4,12.4,10,0.3,0.3,0.3,0.3,0.2
29/03/2021,0.2,0.1,0.1,1.2,0.2,0.4,6.7,5.3,2.4,8.5,,3.1,1.9,2,1.2,1.8,2.3,1.2,3.6,3.3,2.9,2.7,2.6,2.9,29.6,27.4,25.8,35.6,44.8,25.4,17.4,13.8,20.2,14.5,10.6,12.7,0.1,0.2,0.3,0.4,0.2
30/03/2021,0.2,0.1,0.2,0.7,0.1,0.4,0.3,2.3,0.6,0.3,,2.4,1.1,2,0.8,0.7,,1.2,2.6,2.5,2.5,2.2,2.6,2.8,39.4,33.8,35.9,29,38.4,34.3,38.6,17.8,19.6,15.9,9.7,12.3,0,0.2,0.2,0.2,0.2
31/03/2021,0.5,0.1,0.4,0.8,0.1,0.2,4.5,9.5,0.6,4.1,4.2,5.2,1.6,2.1,1.1,1.8,1.8,1.7,2.7,2.7,2.4,2.5,2.5,3.2,33.9,44.2,29.7,31.6,94.3,42,28.6,10.7,20.2,22.2,10.2,12.3,0.1,0.2,0.2,0.2,0.2
1/4/2021,0.3,0.1,0.1,0.4,0.1,0.1,5.6,5,2,5,6.1,3.5,1.6,1.9,0.7,1.6,1.7,1.2,2.4,2.6,2.3,2.4,2.3,2.8,51,29.7,19.2,29.2,33.3,40.8,23.3,11.2,19.2,19.3,9.5,9.4,0.2,0.2,0.2,0.3,0.2
2/4/2021,0.2,0.1,0.1,0.1,0.1,0.3,2.7,3.4,4.1,4.6,5.2,1.5,1.4,2.1,0.7,2.1,1.2,1.1,3.6,4.5,2.7,3.6,4.6,4.8,27.9,19.6,26.6,20.7,21.6,65.1,29.4,21.4,21.8,22.4,10.7,16.8,0.3,0.3,0.2,0.3,0.2
3/4/2021,0.5,0.4,0.2,0.2,0.5,0.1,1.6,1.6,1.6,1.3,1.2,0.7,1.2,1.7,0.9,0.6,1.4,0.7,2.7,4,2.3,3.1,3.6,2.8,25.3,22.2,26.4,19.5,36.4,24.2,28.7,13.6,20.5,14.5,6.5,16.1,0.2,0.2,0.3,0.3,0.2
4/4/2021,0.6,0.4,2.2,0.2,0.3,0.5,0.4,3.1,1.7,0.7,1,1.5,0.8,2.7,0.9,2.5,1.2,1.4,3.3,4.8,2.7,4,3.6,3.3,20.5,30.7,34.7,31.3,28.3,26.6,16.1,18.3,13.1,21.4,11.8,14.3,0.2,0.2,0.4,0.2,0.3
5/4/2021,0.2,0.2,0.1,0.9,0.1,0.4,0.3,2,2.7,0.3,2.6,1.3,0.9,2.2,1,1.6,2.1,0.8,4.8,4.2,2.7,3.7,4.6,4.5,36.2,32.9,29.7,32.4,35.7,29.8,20.7,24.1,17.1,25.6,14.8,25.9,0.2,0.2,0.4,0.3,0.3
6/4/2021,0.3,0.1,0.1,0.2,0.2,0.2,3,4.7,1.7,2.3,9.4,1.8,1.5,1.7,0.8,1.2,2,1.1,2.5,2.4,2.2,1.6,2.2,2.6,29.8,25.5,52.6,27.3,45.4,37.8,19.5,13.9,18.6,21,14.6,21.3,0.1,0.2,0.3,0.4,0.2
7/4/2021,0.1,0.1,0.1,0.8,0.2,0.2,0.5,7.3,0.7,2.3,10.4,2,1.3,1.7,0.7,0.9,1.4,0.9,2.2,1.4,2.2,1.9,1.2,1.5,22.1,20.7,21.7,18.7,36.6,17.4,14.3,11.5,15.4,10.9,9.5,9.4,0.1,0.2,0.3,0.4,0.2
8/4/2021,0.2,0.1,0.1,0.8,0.1,0.1,3.5,6.6,2.2,4,8.6,2.1,1.7,2,1.4,1,1.5,1.3,2.7,2.7,2.5,2.3,2.4,3.2,18.9,23,33.2,28.9,28.6,28.5,12.4,17.8,19.8,,7.7,9.5,0.1,0.3,0.3,0.4,0.3
9/4/2021,0.1,0.1,0.3,1.5,0.1,0.1,3.4,5.7,2.6,1.2,1.5,1.6,1.5,2.2,2.9,1.4,1.3,1.7,3.1,2.7,3.5,2.8,2.7,2.9,66.8,44,46.4,93.9,80.6,50.3,17.2,19.2,24.4,,13.3,13.9,0.2,0.4,0.2,0.3,0.3
10/4/2021,0.1,0,0.1,0,0.1,0,0.3,0.5,0.3,0.1,1.9,1.2,1.3,1.4,1,0.3,1.1,0.9,2.9,2.6,2.8,2.5,2.8,2.5,35.5,27.8,41.8,22.1,25.7,230.9,25.7,24.8,17.3,12.2,11,14.5,0.1,0.3,0.1,0.3,0.2
11/4/2021,0,0.1,0.1,0,0.1,0,0,0.3,0.3,0.1,0,0.1,0.8,1.6,1.3,0.1,0.9,0.4,2.5,2.4,2.5,2.3,2.4,2.3,13.3,17.9,26.7,15.8,17.5,16.9,13.8,19.6,35.8,12.1,8.7,6.7,0.1,0.1,0.1,0.2,0.1
12/4/2021,0.1,0.1,0.3,0.1,0.1,0.5,4.1,8,1.7,1.2,5.9,2,2.3,3,2.2,2.1,2.4,2.1,2.8,2.7,2.8,2.5,2.6,2.3,28.2,46.2,44.6,25.1,60.8,35.2,14.3,19.5,18.7,14.1,13.2,21,0.2,0.2,0.2,0.3,0.2
13/04/2021,0.9,0.1,2.1,0.2,0.2,0.1,3.5,6.4,4.8,2.9,7.8,4.4,2,2.8,1.8,2.6,2.3,1.7,3.2,3,3,3.1,2.9,2.9,27.7,36.1,51.2,36,32.3,52.1,12.3,15.8,23.7,19,12.1,15.7,0.3,0.3,0.2,0.4,0.3
14/04/2021,0.3,0.2,1.6,0.2,0.2,0.1,1.3,7.6,4.3,3.6,1.6,4.3,2.3,2.5,2.9,2.3,1.9,1.4,2.8,2.7,3.2,2.3,2.4,2.6,23.3,38.9,55.3,57.6,30.1,54.9,12.7,18,20,12,11.5,16.8,0.3,0.2,0.2,0.2,0.3
15/04/2021,0.3,0.1,0.4,0.1,0.2,0.1,0.9,9,3.6,6.6,10.8,2.7,2,2.9,1.9,2.1,2.9,1.2,3.8,2.8,3.6,3,3.4,3.2,50.8,49,46.8,30.4,50.2,76.2,13,14.4,26.4,28.4,14.1,18.5,0.1,0.2,0.2,0.3,0.2
16/04/2021,0.4,0.1,0.3,0.6,0.2,0.4,1,2.8,1.3,1.3,8.7,1.8,1.6,3,1.5,1.7,2.7,1.6,2.8,2.7,2.6,2.8,2.4,2.8,38.2,49.6,50.8,45.5,63,34.6,19.9,18.4,20.6,16.8,18.3,19.4,0,0.2,0.2,0.2,0.2
17/04/2021,0.2,0.1,0.1,0.3,0.1,0.2,2.9,4.2,0.8,4.5,4,0.9,2.3,2.2,1.5,2,1.8,1.2,2.8,2.1,2.7,2.2,1.4,2.3,77,41,40,31.4,49.2,36.7,50.9,20.7,11.8,26.3,23.8,28.7,0.3,0.3,0.4,0.4,0.3
18/04/2021,0.2,0.1,0.1,0.5,0.1,0.2,1.5,5.3,1.9,4,2.3,1.4,1.7,2.8,1.8,1.9,1.9,1.6,3.3,3.8,3.3,2.8,3.8,3.6,25.2,33.1,30.6,23.9,35.1,48.7,19.4,26.4,18,19.6,22.9,27.7,0.5,0.4,0.4,0.6,0.4
19/04/2021,0.8,0.2,3.6,0.1,0.4,0.3,3.4,8.6,5,7.4,9.7,2.9,1.8,3.8,2.2,3.9,2.3,2.3,4.1,4,2.8,4.8,3.5,3.7,36.9,44.3,64.6,38.7,140.4,37.9,21.9,17.9,29.4,25,17.5,20.5,0.3,0.5,0.3,0.4,0.3
